id,cost,effect,fling_power,internal_name,name,short_effect,text,item_fling_effect_id
442,0,"Held by giratina
:   Holder’s dragon and ghost moves have 1.2× their base power.

    Holder is in Origin Forme.

This item cannot be held by any Pokémon but Giratina.  When you enter the Union Room or connect to Wi-Fi, this item returns to your bag.",60,griseous-orb,白金宝珠,"Boosts the damage from Giratina’s Dragon-type and Ghost-type moves by 20%, and transforms it into Origin Forme.","让骑拉帝纳携带的话，
龙和幽灵属性的招式威力就会提高。
散发着光辉的宝珠。",__NULL__
443,0,"Optionally records wireless, Wi-Fi, and Battle Frontier battles.

Tracks Battle Points earned in the Battle Frontier, and stores commemorative prints.",__NULL__,vs-recorder,对战记录器,"Records wireless, Wi-Fi, or Battle Frontier battles, and stores points.","很酷的机器。
可以记录和朋友或
在特殊设施里的对战过程。",__NULL__
444,0,"Used by trainer on a shaymin
:   Changes the target Shaymin from Land Forme to Sky Forme.

    This item cannot be used on a frozen Shaymin or at night.  Sky Forme Shaymin will revert to Land Forme overnight, when frozen, and upon entering a link battle.  This item must be used again to change it back.",__NULL__,gracidea,葛拉西蒂亚花,Changes an unfrozen Shaymin to Sky Forme in the day.,"在生日或纪念日等日子里，
为了表达感激之情，
有时会将其扎成花束送出。",__NULL__
445,0,"Used by trainer in the Galactic Eterna Building, on the ground floor, to the left of the TV
:   Unlocks the secret rotom room, in which there are five appliances which can change Rotom’s form.",__NULL__,secret-key,秘密钥匙,Gen IV: The key to Rotom’s appliance room. Gen III: The key to Cinnabar Gym.,"在特定的地方使用，
就会发出特殊电信号
来开门的高科技钥匙。",__NULL__
446,0,Stores Apricorns.,__NULL__,apricorn-box,球果盒,Holds Apricorns.,"使用方便，可以保存
９９个球果的容器。",__NULL__
447,0,Contains four portable pots of soil suitable for growing berries.,__NULL__,berry-pots,树果种植盆,Allows portable berry growing.,"可以随时轻松培育树果的
便携式栽培容器。",__NULL__
448,0,"Required to water berries within the berry pots.

Required to battle the sudowoodo on johto route 36.

This item cannot be directly used from the bag.",__NULL__,squirt-bottle,杰尼龟喷壶,Use on Sudowoodo blocking the path on Route 36. Also waters berries.,"浇水的道具。
能让树果种植盆里的
树果快快长大。",__NULL__
449,0,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon was encountered by fishing, the wild Pokémon’s catch rate is 3× normal.",__NULL__,lure-ball,诱饵球,3× effectiveness while fishing. Made from Blu Apricorn.,"有点与众不同的球。
能很容易地捕捉
用钓竿钓上来的宝可梦。",__NULL__
450,0,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the trainer’s Pokémon’s level is higher than:

    * four times the wild Pokémon’s, the wild Pokémon’s catch rate is 8× normal.
    * than twice the wild Pokémon’s, the wild Pokémon’s catch rate is 4× normal.
    * the wild Pokémon’s, the wild Pokémon’s catch rate is 2× normal.",__NULL__,level-ball,等级球,Success rate based off of fraction target Pokémon is of user’s Pokémon. Made from Red Apricorn.,"有点与众不同的球。
要捕捉的宝可梦比自己宝可梦的
等级越低，就会越容易捕捉。",__NULL__
1684,500,__NULL__,__NULL__,fighting-tera-shard,格斗太晶碎块,__NULL__,__NULL__,__NULL__
2213,0,__NULL__,__NULL__,tm224,TM224,__NULL__,__NULL__,__NULL__
451,0,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon is a clefairy, nidoran m, nidoran f, jigglypuff, skitty, or any evolution thereof, the wild Pokémon has 4× its catch rate.",__NULL__,moon-ball,月亮球,4× effectiveness on familes of Pokémon with a Moon Stone evolution. Made from Ylw Apricorn.,"有点与众不同的球。
能很容易地捕捉
使用月之石进化的宝可梦。",__NULL__
452,0,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon weighs:

    * 409.6 kg (903.0 lb) or more, its catch rate is 40 more than normal.
    * 307.2 kg (677.3 lb) or more, its catch rate is 30 more than normal.
    * 204.8 kg (451.5 lb) or more, its catch rate is 20 more than normal.
    * less than 204.8 kg (451.5 lb), its catch rate is 20 less than normal.",__NULL__,heavy-ball,沉重球,Has flat bonus or penalty to catch rate depending on weight class of target. Made from Blk Apricorn.,"有点与众不同的球。
能很容易地捕捉
身体沉重的宝可梦。",__NULL__
453,0,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

:   If the wild Pokémon’s base speed is 100 or more, its catch rate is 4× normal.",__NULL__,fast-ball,速度球,4× effectiveness on Pokémon with 100 or greater base speed. (Gen II: Roaming or Fleeing Pokémon). Made from Wht Apricorn.,"有点与众不同的球。
能很容易地捕捉
逃跑速度很快的宝可梦。",__NULL__
454,0,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If caught, the wild Pokémon’s happiness starts at 200.",__NULL__,friend-ball,友友球,Caught Pokémon start with 200 happiness. Made from Grn Apricorn.,"有点与众不同的球。
捉到的野生宝可梦会立刻
变得和训练家亲密起来。",__NULL__
455,0,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the trainer’s Pokémon and wild Pokémon are of the same species but opposite genders, the wild Pokémon’s catch rate is 8× normal.",__NULL__,love-ball,甜蜜球,"8× effectiveness on opposite sex, same species targets of the Active Pokémon. Made from Pnk Apricorn.","有点与众不同的球。
能很容易地捕捉
和自己宝可梦性别不同的宝可梦。",__NULL__
456,0,"Used by a trainer in battle
:   Catches a wild Pokémon.

This item can only be used in pal park.",__NULL__,park-ball,公园球,Catches Pokémon in the Pal Park every time.,"在伙伴公园里使用的
特殊的球。",__NULL__
457,300,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.

    The wild Pokémon’s catch rate is 1.5× normal.",__NULL__,sport-ball,竞赛球,Tries to catch a Pokémon in the Bug-Catching contest in National Park. (Gen II: Park Ball),"在捕虫大赛上使用的
特殊的球。",__NULL__
458,200,May be given to Kurt in azalea town to produce a level ball.,10,red-apricorn,红球果,Used to make a Level Ball.,"红色的球果。
有种刺鼻的气味。",__NULL__
459,200,May be given to Kurt in azalea town to produce a lure ball.,10,blue-apricorn,蓝球果,Used to make a Lure Ball.,"蓝色的球果。
略有一股青草的香味。",__NULL__
460,200,May be given to Kurt in azalea town to produce a moon ball.,10,yellow-apricorn,黄球果,Used to make a Moon Ball.,"黄色的球果。
有种清爽的香味。",__NULL__
461,200,May be given to Kurt in azalea town to produce a friend ball.,10,green-apricorn,绿球果,Used to make a Friend Ball.,"绿色的球果。
有种焦香的香味，非常神奇。",__NULL__
462,200,May be given to Kurt in azalea town to produce a love ball.,10,pink-apricorn,粉球果,Used to make a Love Ball.,"粉红色的球果。
有种甜甜的，好闻的香味。",__NULL__
463,200,May be given to Kurt in azalea town to produce a fast ball.,10,white-apricorn,白球果,Used to make a Fast Ball.,"白色的球果。
没有任何气味。",__NULL__
464,200,May be given to Kurt in azalea town to produce a heavy ball.,10,black-apricorn,黑球果,Used to make a Heavy Ball.,"黑色的球果。
有种无法形容的气味。",__NULL__
465,0,"Used by trainer outside of battle
:   Searches for hidden items.",__NULL__,dowsing-machine,探宝器,Use to find hidden items on the field. AKA Itemfinder.,"会对看不见的道具起反应，
并将它的位置告诉你的最尖端机器。
戴在头上使用。",__NULL__
466,350,May be traded for a tm64 in the vertical Underground Path.,30,rage-candy-bar,愤怒馒头,HS: Traded for TM64. Gen II & Gen V: Acts as a Potion.,"卡吉镇特产的馒头。
能治愈１只宝可梦的
所有异常状态。",__NULL__
467,0,Causes groudon to appear in the embedded tower.,__NULL__,red-orb,朱红色宝珠,Summons Groudon to the Embedded Tower.,"散发着红色光辉的宝珠。
据说和丰缘地区的传说渊源颇深。",__NULL__
468,0,Causes kyogre to appear in the embedded tower.,__NULL__,blue-orb,靛蓝色宝珠,Summons Kyogre to the Embedded Tower.,"散发着蓝色光辉的宝珠。
据说和丰缘地区的传说渊源颇深。",__NULL__
469,0,Causes rayquaza to appear in the embedded tower.,__NULL__,jade-orb,草绿色宝珠,Summons Rayquaza to the Embedded Tower.,"散发着绿色光辉的宝珠。
据说和丰缘地区的传说渊源颇深。",__NULL__
470,0,"When taken to the pewter city museum, causes latias or latios to attack the trainer.

The Pokémon to appear will be whicher can’t be encountered roaming in the wild.",__NULL__,enigma-stone,谜之水晶,S: Summons Latias H: Summons Latios.,"从地下挖出的水晶球。
虽然表面覆盖着岩石和尘土，
但非常漂亮。",__NULL__
471,0,Lists which unown forms the trainer has caught.,__NULL__,unown-report,未知图腾笔记,Keeps track of Unown types caught.,"记录着已找到的
未知图腾样子的笔记本。",__NULL__
472,0,Allows the trainer to answer the daily question on Buena’s radio show.  Records the points earned for correct answers.,__NULL__,blue-card,蓝卡,Keeps track of points from Buena’s show.,"可以将《葵妍的密语》
这节目的点数积攒起来的卡片。",__NULL__
473,0,Does nothing.,__NULL__,slowpoke-tail,美味尾巴,A tasty tail that sells for a high price.,"非常美味的某种尾巴。
可以在商店高价出售。",__NULL__
474,0,May be given to the Kimono Girls to summon ho oh to the top of the bell tower.,__NULL__,clear-bell,透明铃铛,HS: Allows Kimono-girls to summon Ho-oh. C: Summons Suicune to the Tin Tower.,"能发出静心宁神音色的，
非常古旧的铃铛。",__NULL__
475,0,"Used by trainer outside of battle
:   Opens doors in the goldenrod city Radio Tower.",__NULL__,card-key,钥匙卡,HS: Opens doors in the Radio Tower. Gen III: Unlocks Silph Co Doors.,"用来打开电台卷帘门的
卡片式钥匙。",__NULL__
476,0,"Used by trainer outside of battle
:   Opens the door to the basement tunnel under goldenrod city.",__NULL__,basement-key,地下钥匙,HS: Key to the tunnel under Goldenrod City. Gen III: Key to New Mauville.,"用来打开满金地道
大门的钥匙。",__NULL__
477,0,May be traded to Mr. Pokémon for an exp share.,__NULL__,red-scale,红色鳞片,Trade to Mr. Pokémon for an Exp. Share.,"在愤怒之湖里出现的
红色暴鲤龙的鳞片。
散发着像火一样的红色光芒。",__NULL__
478,0,May be traded to the Copycat for a pass.,__NULL__,lost-item,遗失物,A Poké Doll lost by the Copycat who lives in Saffron City. Trade for a Pass.,"模仿少女丢失的
魔尼尼人偶。",__NULL__
479,0,Allows the trainer to ride the Magnet Train between goldenrod city and saffron city.,__NULL__,pass,磁浮列车自由票,Grants access to ride the Magnet Train between Goldenrod City and Saffron City.,"乘坐磁浮列车时所需的车票。
可以随时自由乘坐。",__NULL__
480,0,Must be replaced in the power plant to power the Magnet Train.,__NULL__,machine-part,机械零件,Must be replaced in the Power Plant to power the Magnet Train.,"发电厂里被盗的，
用于发电机的重要零件。",__NULL__
481,0,Causes lugia to appear in the whirl islands.,__NULL__,silver-wing,银色之羽,Summons Lugia to the Whirl Islands.,"散发着银色光辉的
神奇羽毛。",__NULL__
482,0,Causes ho oh to appear at the top of bell tower.,__NULL__,rainbow-wing,虹色之羽,Summons Ho-Oh at the top of the Bell Tower.,"散发着虹色光辉的
神奇羽毛。",__NULL__
483,0,"Must be obtained to trigger the break-in at Professor Elm’s lab, the first rival battle, and access to johto route 31.",__NULL__,mystery-egg,神奇蛋,Deliver to Professor Elm.,"从宝可梦爷爷那里得到的
有着神奇花纹的蛋。
不知道是什么的蛋。",__NULL__
484,0,"Used by trainer outside of battle
:   Changes the background music to the equivalent 8-bit music.",__NULL__,gb-sounds,ＧＢ播放器,Use to listen to GameBoy era audio.,"可以听到怀旧歌曲的音乐播放器。
可用一个开关切换歌曲。",__NULL__
485,0,May be given to the Kimono Girls to summon lugia to the top of the bell tower.,__NULL__,tidal-bell,海声铃铛,Allows Kimono-girls to summon Lugia.,"能发出静心宁神音色的，
非常古旧的铃铛。",__NULL__
486,0,Records the number of times the trainer has come in first place overall in the Pokéathlon.,__NULL__,data-card-01,数据卡０１,Records the number of times the trainer has come in first place overall in the Pokéathlon.,"ー
ー
ー",__NULL__
487,0,Records the number of times the trainer has come in last place overall in the Pokéathlon.,__NULL__,data-card-02,数据卡０２,Records the number of times the trainer has come in last place overall in the Pokéathlon.,"ー
ー
ー",__NULL__
488,0,Records the number of times the trainer’s Pokémon have dashed in the Pokéathlon.,__NULL__,data-card-03,数据卡０３,Records the number of times the trainer’s Pokémon have dashed in the Pokéathlon.,"ー
ー
ー",__NULL__
489,0,Records the number of times the trainer’s Pokémon have jumped in the Pokéathlon.,__NULL__,data-card-04,数据卡０４,Records the number of times the trainer’s Pokémon have jumped in the Pokéathlon.,"ー
ー
ー",__NULL__
490,0,Records the number of times the trainer has come in first in the Pokéathlon Hurdle Dash.,__NULL__,data-card-05,数据卡０５,Records the number of times the trainer has come in first in the Pokéathlon Hurdle Dash.,"ー
ー
ー",__NULL__
491,0,Records the number of times the trainer has come in first in the Pokéathlon Relay Run.,__NULL__,data-card-06,数据卡０６,Records the number of times the trainer has come in first in the Pokéathlon Relay Run.,"ー
ー
ー",__NULL__
492,0,Records the number of times the trainer has come in first in the Pokéathlon Pennant Capture.,__NULL__,data-card-07,数据卡０７,Records the number of times the trainer has come in first in the Pokéathlon Pennant Capture.,"ー
ー
ー",__NULL__
493,0,Records the number of times the trainer has come in first in the Pokéathlon Block Smash.,__NULL__,data-card-08,数据卡０８,Records the number of times the trainer has come in first in the Pokéathlon Block Smash.,"ー
ー
ー",__NULL__
