id,accuracy,ailment_chance,crit_rate,drain,effect,effect_chance,flinch_chance,healing,internal_name,max_hits,max_turns,min_hits,min_turns,name,power,pp,priority,short_effect,stat_chance,text,move_ailment_id,move_category_id,move_damage_class_id,move_target_id,type_id
285,__NULL__,0,0,0,"User and target switch abilities.  Ignores accuracy and evasion modifiers.

If either Pokémon has multitype or wonder guard, this move will fail.",__NULL__,0,0,skill-swap,__NULL__,__NULL__,__NULL__,__NULL__,特性互换,__NULL__,10,0,User and target swap abilities.,0,"利用超能力互换
自己和对手的特性。",0,13,1,10,14
871,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,torch-song,__NULL__,__NULL__,__NULL__,__NULL__,闪焰高歌,80,10,0,__NULL__,__NULL__,"The user blows out raging flames as if singing a song, scorching the target. This also boosts the user's Sp. Atk stat.",__NULL__,__NULL__,3,10,10
271,100,0,0,0,"User and target permanently swap held items.  Works even if one of the Pokémon isn’t holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",__NULL__,0,0,trick,__NULL__,__NULL__,__NULL__,__NULL__,戏法,__NULL__,10,0,User and target swap items.,0,"抓住对手的空隙，
交换自己和对手的持有物。",0,13,1,10,14
272,__NULL__,0,0,0,"User’s ability is replaced with the target’s until the user leaves the field.  Ignores accuracy and evasion modifiers.

If the target has flower gift, forecast, illusion, imposter, multitype, stance change, trace, wonder guard, or zen mode, this move will fail.

This move cannot be copied by mirror move.",__NULL__,0,0,role-play,__NULL__,__NULL__,__NULL__,__NULL__,扮演,__NULL__,10,0,Copies the target’s ability.,0,"扮演对手，
让自己的特性
变得和对手相同。",0,13,1,10,14
273,__NULL__,0,0,0,"At the end of the next turn, user will be healed for half its max HP.  If the user is switched out, its replacement will be healed instead for half of the user’s max HP.  If the user faints or is forcefully switched by roar or whirlwind, this effect will not activate.",__NULL__,0,0,wish,__NULL__,__NULL__,__NULL__,__NULL__,祈愿,__NULL__,10,0,User will recover half its max HP at the end of the next turn.,0,"在下一回合回复自己或是
替换出场的宝可梦最大ＨＰ的一半。",0,13,1,7,1
274,__NULL__,0,0,0,"Uses a move from another Pokémon in the user’s party, both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves, this move will fail.

This move will not select assist, chatter, circle throw, copycat, counter, covet, destiny bond, detect, dig, dive, dragon tail, endure, feint, fly focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, phantom force protect, quick guard, roar shadow force, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, whirlwind, or wide guard.

This move cannot be copied by mirror move, nor selected by metronome or sleep talk.",__NULL__,0,0,assist,__NULL__,__NULL__,__NULL__,__NULL__,借助,__NULL__,20,0,Randomly selects and uses one of the trainer’s other Pokémon’s moves.,0,"向我方紧急求助，
从我方宝可梦已学会的
招式中随机使用１个。",0,13,1,7,1
275,__NULL__,0,0,0,"Prevents the user from switching out.  User regains 1/16 of its max HP at the end of every turn.  If the user was immune to ground attacks, it will now take normal damage from them.

roar and whirlwind will not affect the user.  The user cannot use magnet rise.

The user may still use u turn to leave the field.

This effect can be passed with baton pass.",__NULL__,0,0,ingrain,__NULL__,__NULL__,__NULL__,__NULL__,扎根,__NULL__,20,0,Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.,0,"在大地上扎根，
每回合回复自己的ＨＰ。
因为扎根了，所以不能替换宝可梦。",21,1,1,7,12
276,100,0,0,0,"Inflicts regular damage, then lowers the user’s Attack and Defense by one stage each.",100,0,0,superpower,__NULL__,__NULL__,__NULL__,__NULL__,蛮力,120,5,0,Lowers the user’s Attack and Defense by one stage after inflicting damage.,100,"发挥惊人的力量攻击对手。
自己的攻击和防御会降低。",0,7,2,10,2
277,__NULL__,0,0,0,"The first non-damaging move targeting the user this turn that inflicts major status effects, stat changes, or trapping effects will be reflected at its user.

defog, memento, and teeter dance are not reflected.

attract, flatter, gastro acid, leech seed, swagger, worry seed, and yawn are reflected.

This move cannot be copied by mirror move.",__NULL__,0,0,magic-coat,__NULL__,__NULL__,__NULL__,__NULL__,魔法反射,__NULL__,15,4,Reflects back the first effect move used on the user this turn.,0,"当对手使出会变成异常状态的
招式或寄生种子等时，
会将对手的招式反射回去。",0,13,1,7,14
278,__NULL__,0,0,0,"User recovers the last item consumed by the user or a Pokémon in its position on the field.  The item must be used again before it can be recovered by this move again.  If the user is holding an item, this move fails.

Items taken or given away by covet, knock off, switcheroo, thief, or trick may not be recovered.",__NULL__,0,0,recycle,__NULL__,__NULL__,__NULL__,__NULL__,回收利用,__NULL__,10,0,User recovers the item it last used up.,0,"使战斗中已经消耗掉的
自己的持有物再生，
并可以再次使用。",0,13,1,7,1
279,100,0,0,0,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",__NULL__,0,0,revenge,__NULL__,__NULL__,__NULL__,__NULL__,报复,60,10,-4,Inflicts double damage if the user takes damage before attacking this turn.,0,"如果受到对手的招式攻击，
就能给予对手２倍的伤害。",0,0,2,10,2
280,100,0,0,0,"Destroys any light screen or reflect on the target’s side of the field, then inflicts regular damage.",__NULL__,0,0,brick-break,__NULL__,__NULL__,__NULL__,__NULL__,劈瓦,75,15,0,Destroys Reflect and Light Screen.,0,"将手刀猛烈地挥下攻击对手。
还可以破坏光墙和反射壁等。",0,0,2,10,2
281,__NULL__,0,0,0,"Puts the target to sleep at the end of the next turn.  Ignores accuracy and evasion modifiers.  If the target leaves the field, this effect is canceled.  If the target has a status effect when this move is used, this move will fail.

If the target is protected by safeguard when this move is used, this move will fail.

insomnia and vital spirit prevent the sleep if the target has either at the end of the next turn, but will not cause this move to fail on use.",__NULL__,0,0,yawn,__NULL__,2,__NULL__,2,哈欠,__NULL__,10,0,Target sleeps at the end of the next turn.,0,"打个大哈欠引起睡意。
在下一回合让对手陷入睡眠状态。",14,1,1,10,1
282,100,0,0,0,"Inflicts regular damage.  Target loses its held item.

Neither the user nor the target can recover its item with recycle.

If the target has multitype or sticky hold, it will take damage but not lose its item.",__NULL__,0,0,knock-off,__NULL__,__NULL__,__NULL__,__NULL__,拍落,65,20,0,Target drops its held item.,0,"拍落对手的持有物，
直到战斗结束都不能使用。
对手携带道具时会增加伤害。",0,0,2,10,17
283,100,0,0,0,"Inflicts exactly enough damage to lower the target’s HP to equal the user’s.  If the target’s HP is not higher than the user’s, this move has no effect.  Type immunity applies, but other type effects are ignored.  This effect counts as damage for moves that respond to damage.",__NULL__,0,0,endeavor,__NULL__,__NULL__,__NULL__,__NULL__,蛮干,__NULL__,5,0,Lowers the target’s HP to equal the user’s.,0,"给予伤害，
使对手的ＨＰ变得
和自己的ＨＰ一样。",0,0,2,10,1
286,__NULL__,0,0,0,"Prevents any Pokémon on the opposing side of the field from using any move the user knows until the user leaves the field.  This effect is live; if the user obtains new moves while on the field, these moves become restricted.  If no opposing Pokémon knows any of the user’s moves when this move is used, this move will fail.",__NULL__,0,0,imprison,__NULL__,__NULL__,__NULL__,__NULL__,封印,__NULL__,10,0,Prevents the target from using any moves that the user also knows.,0,"如果对手有和自己相同的招式，
那么只有对手无法使用该招式。",0,13,1,7,14
287,__NULL__,0,0,0,"Removes a burn, paralysis, or poison from the user.",__NULL__,0,0,refresh,__NULL__,__NULL__,__NULL__,__NULL__,焕然一新,__NULL__,20,0,"Cleanses the user of a burn, paralysis, or poison.",0,"让身体休息，
治愈自己身上所中的
毒、麻痹、灼伤的异常状态。",0,13,1,7,1
288,__NULL__,0,0,0,"If the user faints before it next acts, the move that fainted it will have its PP dropped to 0.  End-of-turn damage does not trigger this effect.",__NULL__,0,0,grudge,__NULL__,__NULL__,__NULL__,__NULL__,怨念,__NULL__,5,0,"If the user faints this turn, the PP of the move that fainted it drops to 0.",0,"因对手的招式而陷入濒死时
给对手施加怨念，
让该招式的ＰＰ变成０。",0,13,1,7,8
289,__NULL__,0,0,0,"The next time a Pokémon uses a beneficial move on itself or itself and its ally this turn, the user of this move will steal the move and use it itself.  Moves which may be stolen by this move are identified by the ""snatchable"" flag.

If two Pokémon use this move on the same turn, the faster Pokémon will steal the first beneficial move, and the slower Pokémon will then steal it again—thus, only the slowest Pokémon using this move ultimately gains a stolen move’s effect.

If the user steals psych up, it will target the Pokémon that used psych up.  If the user was the original target of psych up, and the Pokémon that originally used it’s affected by pressure, it will only lose 1 PP.

This move cannot be copied by mirror move, nor selected by assist or metronome.",__NULL__,0,0,snatch,__NULL__,__NULL__,__NULL__,__NULL__,抢夺,__NULL__,10,4,"Steals the target’s move, if it’s self-targeted.",0,"将对手打算使用的回复招式
或能力变化招式夺为己用。",0,13,1,7,17
290,100,30,0,0,"Inflicts regular damage.  Has a $effect_chance% chance to inflict an effect chosen according to the terrain.

Terrain        | Effect
-------------- | -------------------------------------------------------------
Building       | Paralyzes target
Cave           | Makes target flinch
Deep water     | Lowers target’s Attack by one stage
Desert         | Lowers target’s accuracy by one stage
Grass          | Puts target to sleep
Mountain       | Makes target flinch
Road           | Lowers target’s accuracy by one stage
Shallow water  | Lowers target’s Attack by one stage
Snow           | Freezes target
Tall grass     | Puts target to sleep

In Pokémon Battle Revolution:

Terrain        | Effect
-------------- | -------------------------------------------------------------
Courtyard      | Paralyzes target
Crystal        | Makes target flinch
Gateway        | Lowers target’s Attack by one stage
Magma          | Makes target flinch
Main Street    | Paralyzes target
Neon           | Paralyzes target
Stargazer      | Makes target flinch
Sunny Park     | Puts target to sleep
Sunset         | Lowers target’s accuracy by one stage
Waterfall      | Puts target to sleep
",30,0,0,secret-power,__NULL__,__NULL__,__NULL__,__NULL__,秘密之力,70,20,0,Has a $effect_chance% chance to inflict a status effect which depends upon the terrain.,0,"根据使用场所不同，
该招式的追加效果也会有所变化。",0,0,2,10,1
291,100,0,0,0,"Inflicts regular damage.  User dives underwater for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, surf, and whirlpool still hit the user normally, and their power is doubled if appropriate.

The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.

This move cannot be selected by sleep talk.",__NULL__,0,0,dive,__NULL__,__NULL__,__NULL__,__NULL__,潜水,80,10,0,"User dives underwater, dodging all attacks, and hits next turn.",0,"第１回合潜入，
第２回合浮上来进行攻击。",0,0,2,10,11
292,100,0,0,0,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",__NULL__,0,0,arm-thrust,5,__NULL__,2,__NULL__,猛推,15,20,0,Hits 2-5 times in one turn.,0,"用张开着的双手
猛推对手进行攻击。
连续攻击２～５次。",0,0,2,10,2
