id,internal_name,name,type_id,accuracy,effect_chance,pp,priority,power,move_damage_class_id,move_target_id,text,short_effect,effect,min_hits,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance,move_category_id,move_ailment_id
255,spit-up,喷出,1,100,,10,0,,3,10,"将积蓄的力量
撞向对手进行攻击。
积蓄得越多，威力越大。",Power is 100 times the amount of energy Stockpiled.,"Inflicts regular damage.  Power is equal to 100 times the amount of energy stored by stockpile.  Ignores the random factor in the damage formula.  Stored energy is consumed, and the user's Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.

This move cannot be copied by mirror move.",,,0,0,0,0,0,0,0,0
256,swallow,吞下,1,,,10,0,,1,7,"将积蓄的力量吞下，
从而回复自己的ＨＰ。
积蓄得越多，回复越大。","Recovers 1/4 HP after one Stockpile, 1/2 HP after two Stockpiles, or full HP after three Stockpiles.","Heals the user depending on the amount of energy stored by stockpile: 1/4 its max HP after one use, 1/2 its max HP after two uses, or fully after three uses.  Stored energy is consumed, and the user's Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.",,,0,25,0,0,0,0,3,0
257,heat-wave,热风,10,90,10,10,0,95,3,11,"将炎热的气息
吹向对手进行攻击。
有时会让对手陷入灼伤状态。",Has a 10% chance to burn the target.,Inflicts regular damage.  Has a 10% chance to burn the target.,,,0,0,0,10,0,0,4,4
258,hail,冰雹,15,,,10,0,,1,12,"在５回合内一直降冰雹，
除冰属性的宝可梦以外，
给予全体宝可梦伤害。",Changes the weather to a hailstorm for five turns.,"Changes the weather to hail for five turns, during which non-ice Pokémon are damaged for 1/16 their max HP at the end of every turn.

If the user is holding icy rock, this effect lasts for eight turns.

blizzard has 100% accuracy.  If the target has used detect or protect, blizzard has a (100 - accuracy)% chance to break through the protection.

moonlight, morning sun, and synthesis heal only 1/4 of the user's max HP.

Pokémon with snow cloak are exempt from this effect's damage.",,,0,0,0,0,0,0,10,0
259,torment,无理取闹,17,100,,15,0,,1,10,"向对手无理取闹，
令其不能连续２次
使出相同招式。",Prevents the target from using the same move twice in a row.,"Prevents the target from attempting to use the same move twice in a row.  When the target leaves the field, this effect ends.

If the target is forced to attempt a repeated move due to choice band, choice scarf, choice specs, disable, encore, taunt, only having PP remaining for one move, or any other effect, the target will use struggle instead.  The target is then free to use the forced move next turn, as it didn't use that move this turn.",,,0,0,0,0,0,0,1,12
260,flatter,吹捧,17,100,,15,0,,1,10,"吹捧对手，使其混乱。
同时还会提高对手的特攻。",Raises the target's Special Attack by one stage and confuses the target.,"Raises the target's Special Attack by one stage, then confuses it.",,5,0,0,0,0,0,0,5,6
261,will-o-wisp,鬼火,10,85,,15,0,,1,10,"放出怪异的火焰，
从而让对手陷入灼伤状态。",Burns the target.,Burns the target.,,,0,0,0,0,0,0,1,4
262,memento,临别礼物,17,100,,10,0,,1,10,"虽然会使自己陷入濒死，
但是能够大幅降低
对手的攻击和特攻。",Lowers the target's Attack and Special Attack by two stages.  User faints.,Lowers the target's Attack and Special Attack by two stages.  User faints.,,,0,0,0,0,0,0,13,0
263,facade,硬撑,1,100,,20,0,70,2,10,"当自己处于中毒、麻痹、灼伤状态时，
向对手使出此招式的话，
威力会变成２倍。","Power doubles if user is burned, paralyzed, or poisoned.","Inflicts regular damage.  If the user is burned, paralyzed, or poisoned, this move has double power.",,,0,0,0,0,0,0,0,0
264,focus-punch,真气拳,2,100,,20,-3,150,2,10,"集中精神出拳。
在招式使出前
若受到攻击则会失败。","If the user takes damage before attacking, the attack is canceled.","Inflicts regular damage.  If the user takes damage this turn before hitting, this move will fail.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",,,0,0,0,0,0,0,0,0
265,smelling-salts,清醒,1,100,,10,0,70,2,10,"对于麻痹状态下的对手，
威力会变成２倍。
但相反对手的麻痹也会被治愈。","If the target is paralyzed, inflicts double damage and cures the paralysis.","Inflicts regular damage.  If the target is paralyzed, this move has double power, and the target is cured of its paralysis.",,,0,0,0,0,0,0,0,0
266,follow-me,看我嘛,1,,,20,2,,1,7,"引起对手的注意，
将对手的攻击
全部转移到自己身上。",Redirects the target's single-target effects to the user for this turn.,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user's ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",,,0,0,0,0,0,0,13,0
267,nature-power,自然之力,1,,,20,0,,1,10,"用自然之力进行攻击。
根据所使用场所的不同，
使出的招式也会有所变化。",Uses a move which depends upon the terrain.,"Uses another move chosen according to the terrain.

Terrain                   | Selected move
------------------------- | ------------------
Building                  | tri attack
Cave                      | rock slide
Deep water                | hydro pump
Desert                    | earthquake
Grass                     | seed bomb
Mountain                  | rock slide
Road                      | earthquake
Shallow water             | hydro pump
Snow                      | blizzard
Tall grass                | seed bomb
electric terrain | thunderbolt
grassy terrain   | energy ball
misty terrain    | moonblast

In Pokémon Battle Revolution:

Terrain        | Selected move
-------------- | ------------------
Courtyard      | tri attack
Crystal        | rock slide
Gateway        | hydro pump
Magma          | rock slide
Main Street    | tri attack
Neon           | tri attack
Stargazer      | rock slide
Sunny Park     | seed bomb
Sunset         | earthquake
Waterfall      | seed bomb

This move cannot be copied by mirror move.",,,0,0,0,0,0,0,13,0
268,charge,充电,13,,,20,0,,1,7,"提高下一回合使出的
电属性的招式威力。
自己的特防也会提高。",Raises the user's Special Defense by one stage.  User's Electric moves have doubled power next turn.,"Raises the user's Special Defense by one stage.  If the user uses an electric move next turn, its power will be doubled.",,,0,0,0,0,0,0,2,0
269,taunt,挑衅,17,100,,20,0,,1,10,"使对手愤怒。
在３回合内让对手
只能使出给予伤害的招式。","For the next few turns, the target can only use damaging moves.","Target is forced to only use damaging moves for the next 3–5 turns, selected at random.  Moves that select other moves not known in advance do not count as damaging.

assist, copycat, me first, metronome, mirror move, and sleep talk do not directly inflict damage and thus may not be used.

bide, counter, endeavor, metal burst, and mirror coat are allowed.",,,0,0,0,0,0,0,13,0
270,helping-hand,帮助,1,,,20,5,,1,3,"帮助伙伴。
被帮助的宝可梦，
其招式威力变得比平时大。",Ally's next move inflicts half more damage.,"Boosts the power of the target's moves by 50% until the end of this turn.

This move cannot be copied by mirror move, nor selected by assist or metronome.",,,0,0,0,0,0,0,13,0
271,trick,戏法,14,100,,10,0,,1,10,"抓住对手的空隙，
交换自己和对手的持有物。",User and target swap items.,"User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",,,0,0,0,0,0,0,13,0
272,role-play,扮演,14,,,10,0,,1,10,"扮演对手，
让自己的特性
变得和对手相同。",Copies the target's ability.,"User's ability is replaced with the target's until the user leaves the field.  Ignores accuracy and evasion modifiers.

If the target has flower gift, forecast, illusion, imposter, multitype, stance change, trace, wonder guard, or zen mode, this move will fail.

This move cannot be copied by mirror move.",,,0,0,0,0,0,0,13,0
273,wish,祈愿,1,,,10,0,,1,7,"在下一回合回复自己或是
替换出场的宝可梦最大ＨＰ的一半。",User will recover half its max HP at the end of the next turn.,"At the end of the next turn, user will be healed for half its max HP.  If the user is switched out, its replacement will be healed instead for half of the user's max HP.  If the user faints or is forcefully switched by roar or whirlwind, this effect will not activate.",,,0,0,0,0,0,0,13,0
274,assist,借助,1,,,20,0,,1,7,"向我方紧急求助，
从我方宝可梦已学会的
招式中随机使用１个。",Randomly selects and uses one of the trainer's other Pokémon's moves.,"Uses a move from another Pokémon in the user's party, both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves, this move will fail.

This move will not select assist, chatter, circle throw, copycat, counter, covet, destiny bond, detect, dig, dive, dragon tail, endure, feint, fly focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, phantom force protect, quick guard, roar shadow force, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, whirlwind, or wide guard.

This move cannot be copied by mirror move, nor selected by metronome or sleep talk.",,,0,0,0,0,0,0,13,0
303,slack-off,偷懒,1,,,5,0,,1,7,"偷懒休息。
回复自己最大ＨＰ的一半。
",Heals the user by half its max HP.,Heals the user for half its max HP.,,,0,50,0,0,0,0,3,0
856,order-up,上菜,16,100,,10,0,80,2,10,"The user attacks with elegant poise. If the user has a Tatsugiri in its mouth, this move boosts one of the user's stats based on the Tatsugiri's form.",,,,,,,,,,,,
275,ingrain,扎根,12,,,20,0,,1,7,"在大地上扎根，
每回合回复自己的ＨＰ。
因为扎根了，所以不能替换宝可梦。",Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.,"Prevents the user from switching out.  User regains 1/16 of its max HP at the end of every turn.  If the user was immune to ground attacks, it will now take normal damage from them.

roar and whirlwind will not affect the user.  The user cannot use magnet rise.

The user may still use u turn to leave the field.

This effect can be passed with baton pass.",,,0,0,0,0,0,0,1,21
276,superpower,蛮力,2,100,100,5,0,120,2,10,"发挥惊人的力量攻击对手。
自己的攻击和防御会降低。",Lowers the user's Attack and Defense by one stage after inflicting damage.,"Inflicts regular damage, then lowers the user's Attack and Defense by one stage each.",,,0,0,0,0,0,100,7,0
